# IMMUTABLE RAW PULL — DO NOT MODIFY
# Instrument: SPY
# Source: yfinance auto_adjust=True (dividend-adjusted close)
# Pull date (data as of): 2026-07-01
# Rows: 5850
date,close
2003-04-01,56.27811813354492
2003-04-02,57.63862991333008
2003-04-03,57.363929748535156
2003-04-04,57.70405197143555
2003-04-07,57.592864990234375
2003-04-08,57.68442153930664
2003-04-09,56.9256706237793
2003-04-10,57.23965835571289
2003-04-11,57.004188537597656
2003-04-14,58.18153762817383
2003-04-15,58.724456787109375
2003-04-16,57.723663330078125
2003-04-17,58.58052062988281
2003-04-21,58.63943099975586
2003-04-22,59.74477767944336
2003-04-23,60.294254302978516
2003-04-24,59.75790023803711
2003-04-25,59.01876449584961
2003-04-28,60.03916931152344
2003-04-29,60.24848556518555
2003-04-30,60.1176643371582
2003-05-01,60.111114501953125
2003-05-02,60.96797180175781
2003-05-05,60.85023880004883
2003-05-06,61.42583465576172
2003-05-07,61.085716247558594
2003-05-08,60.47089767456055
2003-05-09,61.30810546875
2003-05-12,62.06029510498047
2003-05-13,61.94911193847656
2003-05-14,61.818294525146484
2003-05-15,62.210750579833984
2003-05-16,62.053775787353516
2003-05-19,60.601680755615234
2003-05-20,60.477439880371094
2003-05-21,60.601680755615234
2003-05-22,61.20346450805664
2003-05-23,61.32770919799805
2003-05-27,62.40044021606445
2003-05-28,62.577022552490234
2003-05-29,62.41351318359375
2003-05-30,63.41428756713867
2003-06-02,63.67592239379883
2003-06-03,63.937538146972656
2003-06-04,64.85980224609375
2003-06-05,65.18035125732422
2003-06-06,64.92521667480469
2003-06-09,64.26459503173828
2003-06-10,64.91867065429688
2003-06-11,65.6054916381836
2003-06-12,65.80824279785156
2003-06-13,65.1214828491211
2003-06-16,66.49505615234375
2003-06-17,66.49505615234375
2003-06-18,66.43614959716797
2003-06-19,65.42232513427734
2003-06-20,65.27789306640625
2003-06-23,64.60830688476562
2003-06-24,64.67399597167969
2003-06-25,64.02407836914062
2003-06-26,64.85780334472656
2003-06-27,64.10942077636719
2003-06-30,64.08971405029297
2003-07-01,64.68058013916016
2003-07-02,65.49457550048828
2003-07-03,64.81840515136719
2003-07-07,66.10504913330078
2003-07-08,66.40047454833984
2003-07-09,66.02627563476562
2003-07-10,65.18604278564453
2003-07-11,65.80310821533203
2003-07-14,66.12477111816406
2003-07-15,65.98031616210938
2003-07-16,65.59304809570312
2003-07-17,64.66085052490234
2003-07-18,65.32390594482422
2003-07-21,64.51641082763672
2003-07-22,65.10070037841797
2003-07-23,65.14664459228516
2003-07-24,64.65430450439453
2003-07-25,65.79652404785156
2003-07-28,65.55363464355469
2003-07-29,65.25165557861328
2003-07-30,65.0941162109375
2003-07-31,65.24505615234375
2003-08-01,64.66739654541016
2003-08-04,64.66739654541016
2003-08-05,63.29545593261719
2003-08-06,63.66304397583008
2003-08-07,64.33258819580078
2003-08-08,64.51641082763672
2003-08-11,64.75929260253906
2003-08-12,65.35013580322266
2003-08-13,65.01533508300781
2003-08-14,65.19257354736328
2003-08-15,65.3960952758789
2003-08-18,65.96063995361328
2003-08-19,66.21009063720703
2003-08-20,65.94091796875
2003-08-21,66.15099334716797
2003-08-22,65.49457550048828
2003-08-25,65.59954833984375
2003-08-26,65.7177505493164
2003-08-27,65.73745727539062
2003-08-28,66.14443969726562
2003-08-29,66.5908203125
2003-09-02,67.4836196899414
2003-09-03,67.85122680664062
2003-09-04,67.8840560913086
2003-09-05,67.50332641601562
2003-09-08,68.0613021850586
2003-09-09,67.6148910522461
2003-09-10,66.93217468261719
2003-09-11,67.12911224365234
2003-09-12,67.25386810302734
2003-09-15,67.01753234863281
2003-09-16,67.99563598632812
2003-09-17,67.86433410644531
2003-09-18,68.66523742675781
2003-09-19,68.31597137451172
2003-09-22,67.5779037475586
2003-09-23,67.83491516113281
2003-09-24,66.6290054321289
2003-09-25,66.08203887939453
2003-09-26,65.86457824707031
2003-09-29,66.51040649414062
2003-09-30,65.86457824707031
2003-10-01,67.26820373535156
2003-10-02,67.51202392578125
2003-10-03,68.13145446777344
2003-10-06,68.44117736816406
2003-10-07,68.70476531982422
2003-10-08,68.5334243774414
2003-10-09,68.71793365478516
2003-10-10,68.90906524658203
2003-10-13,69.12654113769531
2003-10-14,69.37035369873047
2003-10-15,69.18582153320312
2003-10-16,69.46259307861328
2003-10-17,68.70476531982422
2003-10-20,69.21878051757812
2003-10-21,69.1001205444336
2003-10-22,68.23030853271484
2003-10-23,68.1051025390625
2003-10-24,68.25668334960938
2003-10-27,68.28963470458984
2003-10-28,69.21878051757812
2003-10-29,69.31102752685547
2003-10-30,69.45601654052734
2003-10-31,69.39012908935547
2003-11-03,69.84477996826172
2003-11-04,69.69322967529297
2003-11-05,69.7459487915039
2003-11-06,70.11498260498047
2003-11-07,69.59440612792969
2003-11-10,69.31102752685547
2003-11-11,69.29125213623047
2003-11-12,70.06886291503906
2003-11-13,70.08860778808594
2003-11-14,69.49554443359375
2003-11-17,69.14629364013672
2003-11-18,68.427978515625
2003-11-19,69.00788116455078
2003-11-20,68.38843536376953
2003-11-21,68.67182922363281
2003-11-24,69.58119201660156
2003-11-25,69.84477996826172
2003-11-26,70.0952377319336
2003-11-28,70.14790344238281
2003-12-01,70.9057388305664
2003-12-02,70.72782897949219
2003-12-03,70.61577606201172
2003-12-04,70.9057388305664
2003-12-05,70.41151428222656
2003-12-08,70.885986328125
2003-12-09,70.3390121459961
2003-12-10,70.33242797851562
2003-12-11,71.12320709228516
2003-12-12,71.2615966796875
2003-12-15,70.9057388305664
2003-12-16,71.2747802734375
2003-12-17,71.49883270263672
2003-12-18,72.3027572631836
2003-12-19,72.10150146484375
2003-12-22,72.60469055175781
2003-12-23,72.65104675292969
2003-12-24,72.57820892333984
2003-12-26,72.63117218017578
2003-12-29,73.59780883789062
2003-12-30,73.61101531982422
2003-12-31,73.67730712890625
2004-01-02,73.64417266845703
2004-01-05,74.4453125
2004-01-06,74.51811981201172
2004-01-07,74.76971435546875
2004-01-08,75.06764221191406
2004-01-09,74.41218566894531
2004-01-12,74.96172332763672
2004-01-13,74.52474212646484
2004-01-14,75.14712524414062
2004-01-15,75.33250427246094
2004-01-16,75.63044738769531
2004-01-20,75.61056518554688
2004-01-21,76.20645904541016
2004-01-22,76.0078353881836
2004-01-23,75.76285552978516
2004-01-26,76.71621704101562
2004-01-27,75.92839813232422
2004-01-28,75.06105041503906
2004-01-29,75.13384246826172
2004-01-30,75.13384246826172
2004-02-02,75.45829010009766
2004-02-03,75.33250427246094
2004-02-04,74.71675872802734
2004-02-05,74.93524169921875
2004-02-06,75.77610778808594
2004-02-09,75.79595947265625
