# IMMUTABLE RAW PULL — DO NOT MODIFY
# Instrument: SPY
# Source: IBKR TWS port 7497
# whatToShow: ADJUSTED_LAST
# barSizeSetting: 1 day, useRTH: True
# Pull date: 2026-07-01
# Rows: 6033
date,open,high,low,close,volume
2002-08-23,66.65,66.74,65.35,65.66,33717800.0
2002-08-26,65.88,66.39,64.9,66.12,33832800.0
2002-08-27,66.43,66.81,64.9,65.36,46036700.0
2002-08-28,64.75,64.89,63.72,63.93,38983800.0
2002-08-29,63.35,64.59,63.03,63.96,42968100.0
2002-08-30,63.64,64.82,63.44,63.71,30371500.0
2002-09-03,62.98,63.17,61.19,61.28,76692300.0
2002-09-04,61.51,62.64,61.12,62.15,51100600.0
2002-09-05,61.42,62.08,60.74,61.62,67335200.0
2002-09-06,62.3,62.87,62.02,62.47,38622900.0
2002-09-09,61.85,63.41,61.64,62.93,34078600.0
2002-09-10,63.26,63.71,62.86,63.65,41430300.0
2002-09-11,64.19,64.78,63.23,63.26,27746100.0
2002-09-12,62.99,63.05,61.77,62.09,43639100.0
2002-09-13,61.57,62.4,61.26,62.24,41131300.0
2002-09-16,62.0,62.39,61.41,62.39,28170800.0
2002-09-17,63.09,63.3,60.91,60.96,47770000.0
2002-09-18,60.4,61.43,59.89,60.35,54847500.0
2002-09-19,59.69,60.25,58.79,58.79,48524600.0
2002-09-20,58.94,59.14,58.34,58.55,46326200.0
2002-09-23,58.06,58.35,57.4,58.07,46913200.0
2002-09-24,57.22,58.06,56.81,57.13,69598900.0
2002-09-25,57.87,58.84,56.95,58.55,59297300.0
2002-09-26,59.01,59.67,58.62,59.51,53672400.0
2002-09-27,59.0,59.44,57.44,57.44,64778400.0
2002-09-30,56.92,57.47,55.54,56.77,73096500.0
2002-10-01,57.22,59.53,56.55,59.5,67278500.0
2002-10-02,58.79,59.37,57.33,57.72,56850900.0
2002-10-03,57.71,58.72,56.88,57.13,55568900.0
2002-10-04,57.47,57.56,55.24,56.08,68725100.0
2002-10-07,55.57,56.36,54.52,54.93,53197600.0
2002-10-08,55.4,56.44,54.28,55.79,79535200.0
2002-10-09,54.9,55.32,53.99,54.21,79918900.0
2002-10-10,54.1,56.27,53.5,55.97,76784800.0
2002-10-11,56.99,58.81,56.79,58.42,82323000.0
2002-10-14,57.75,58.9,57.64,58.74,40644700.0
2002-10-15,60.38,61.58,60.29,61.57,82460100.0
2002-10-16,60.68,60.94,59.64,60.08,63588600.0
2002-10-17,61.69,61.99,60.98,61.27,68608100.0
2002-10-18,60.84,61.85,60.34,61.53,47563900.0
2002-10-21,61.17,62.82,60.78,62.59,45977500.0
2002-10-22,61.81,62.48,61.44,62.14,41217400.0
2002-10-23,61.62,62.66,60.86,62.61,55102700.0
2002-10-24,62.99,63.1,61.15,61.33,55305700.0
2002-10-25,61.24,62.74,61.04,62.61,43735200.0
2002-10-28,63.27,63.37,61.67,62.2,39428500.0
2002-10-29,61.83,62.12,60.39,61.48,59535800.0
2002-10-30,61.55,62.44,61.24,62.08,41707400.0
2002-10-31,62.23,62.68,61.21,61.44,41623000.0
